"id";"container_id";"pick_minfilllevel";"decrease";"code";"pick_at_utc";"percent_before";"percent_now";"event_driven"
"10254880";"29900";"30";"20";"0005/ 003C00131";"2018-12-28T13:23:43.000Z";"50";"22";"false"
"10254895";"30068";"30";"20";"0003/ 035C00555";"2018-12-28T13:24:12.000Z";"58";"18";"false"
"10254927";"30040";"30";"20";"0003/ 013C00502";"2018-12-28T13:24:17.000Z";"100";"16";"false"
"10264822";"29821";"30";"20";"0006/ 263C00234";"2018-12-29T09:01:02.000Z";"87";"15";"false"
"10270328";"29951";"30";"20";"0005/ 025C00155";"2018-12-29T17:01:20.000Z";"59";"0";"false"
"10280892";"30067";"30";"20";"0003/ 035C00554";"2018-12-30T13:31:48.000Z";"59";"0";"false"
"10288859";"29949";"30";"20";"0005/ 025C00153";"2018-12-31T05:34:13.000Z";"88";"1";"false"
"10288867";"29937";"30";"20";"0007/ 022C00414";"2018-12-31T05:34:18.000Z";"100";"6";"false"
"10290810";"29948";"30";"20";"0005/ 025C00152";"2018-12-31T09:07:53.000Z";"93";"0";"false"
"10290811";"29936";"30";"20";"0007/ 022C00413";"2018-12-31T09:08:02.000Z";"100";"23";"false"
"10290817";"29914";"30";"20";"0001/ 013C00061";"2018-12-31T09:08:31.000Z";"100";"27";"false"
"10290820";"29826";"30";"20";"0009/ 003C00263";"2018-12-31T09:08:32.000Z";"75";"19";"false"
"10290823";"29947";"30";"20";"0005/ 025C00151";"2018-12-31T09:08:33.000Z";"100";"2";"false"
"10290824";"30081";"30";"20";"0003/ 039C00582";"2018-12-31T09:08:33.000Z";"100";"24";"false"
"10290825";"29916";"30";"20";"0001/ 013C00063";"2018-12-31T09:08:33.000Z";"100";"3";"false"
"10290827";"30056";"30";"20";"0003/ 024C00532";"2018-12-31T09:08:33.000Z";"100";"0";"false"
"10290831";"30027";"30";"20";"0003/ 010C00481";"2018-12-31T09:08:34.000Z";"100";"15";"false"
